id,input_receptor,input_ligand,input_template
2vfu_1_MTL_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/2vfu_1_MTL_0_holo_aligned_predicted_protein.pdb,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,data/dockgen_set/dockgen_holo_aligned_predicted_structures/2vfu_1_MTL_0_holo_aligned_predicted_protein.pdb
4oal_2_245_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4oal_2_245_0_holo_aligned_predicted_protein.pdb,OC(NC1CCCCC1)N[C@H]1CCNC(Cl)C1,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4oal_2_245_0_holo_aligned_predicted_protein.pdb
2x34_2_UQ8_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/2x34_2_UQ8_0_holo_aligned_predicted_protein.pdb,COC1C(O)C(C)C(CCC(C)CCCC(C)CCCC(C)CCC[C@H](C)CCCC(C)CCC[C@H](C)CCCC(C)CCCC(C)C)C(O)C1OC,data/dockgen_set/dockgen_holo_aligned_predicted_structures/2x34_2_UQ8_0_holo_aligned_predicted_protein.pdb
3uni_1_SAL_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/3uni_1_SAL_0_holo_aligned_predicted_protein.pdb,OC(O)C1CCCCC1O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/3uni_1_SAL_0_holo_aligned_predicted_protein.pdb
3o02_2_JN3_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/3o02_2_JN3_0_holo_aligned_predicted_protein.pdb,C[C@H](CCC(O)O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,data/dockgen_set/dockgen_holo_aligned_predicted_structures/3o02_2_JN3_0_holo_aligned_predicted_protein.pdb
4mo2_2_FDA_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mo2_2_FDA_0_holo_aligned_predicted_protein.pdb,CC1CC2[C@@H](CC1C)N[C@H]1C(O)NC(O)N[C@H]1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(N)NCNC32)[C@H](O)[C@@H]1O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mo2_2_FDA_0_holo_aligned_predicted_protein.pdb
5ent_1_MIY_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ent_1_MIY_0_holo_aligned_predicted_protein.pdb,CN(C)C1CCC(O)C2C1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)C(C(N)O)[C@@H](O)[C@@]3(O)C(O)[C@@H]1C2O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ent_1_MIY_0_holo_aligned_predicted_protein.pdb
5ida_1_BMA_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ida_1_BMA_0_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ida_1_BMA_0_holo_aligned_predicted_protein.pdb
5k66_1_ASN-GLU_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k66_1_ASN-GLU_0_holo_aligned_predicted_protein.pdb,NC(O)C[C@H](N)C(O)N[C@H](CO)CCC(O)O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k66_1_ASN-GLU_0_holo_aligned_predicted_protein.pdb
6yao_1_OJ2_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/6yao_1_OJ2_0_holo_aligned_predicted_protein.pdb,OCC[C@H]1CCCC[C@@H]1NC(O)N[C@H]1CCC[C@@H](OC(F)(F)F)C1,data/dockgen_set/dockgen_holo_aligned_predicted_structures/6yao_1_OJ2_0_holo_aligned_predicted_protein.pdb
6qkr_1_FAD_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/6qkr_1_FAD_0_holo_aligned_predicted_protein.pdb,CC1CC2NC3C(NC(O)N[C@H]3O)N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C4NCN[C@H]5N)[C@H](O)[C@@H]3O)C2CC1C,data/dockgen_set/dockgen_holo_aligned_predicted_structures/6qkr_1_FAD_0_holo_aligned_predicted_protein.pdb
5enr_1_MBX_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5enr_1_MBX_0_holo_aligned_predicted_protein.pdb,CCC(O)NC1CCC(CCS[C@@H]2NC(N3C[C@H](C)O[C@@H](C)C3)C3COC(C)(C)CC3C2CN)CC1,data/dockgen_set/dockgen_holo_aligned_predicted_structures/5enr_1_MBX_0_holo_aligned_predicted_protein.pdb
4h2f_1_ADN_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4h2f_1_ADN_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4h2f_1_ADN_0_holo_aligned_predicted_protein.pdb
6b1b_1_TMO_15,data/dockgen_set/dockgen_holo_aligned_predicted_structures/6b1b_1_TMO_15_holo_aligned_predicted_protein.pdb,C[N+](C)(C)O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/6b1b_1_TMO_15_holo_aligned_predicted_protein.pdb
4mig_1_G3F_2,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mig_1_G3F_2_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@@H]1O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mig_1_G3F_2_holo_aligned_predicted_protein.pdb
1tke_1_SER_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/1tke_1_SER_0_holo_aligned_predicted_protein.pdb,N[C@@H](CO)C(O)O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/1tke_1_SER_0_holo_aligned_predicted_protein.pdb
4o95_1_245_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4o95_1_245_0_holo_aligned_predicted_protein.pdb,OC(NC1CCCCC1)N[C@H]1CCNC(Cl)C1,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4o95_1_245_0_holo_aligned_predicted_protein.pdb
4qo5_1_NAG_2,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4qo5_1_NAG_2_holo_aligned_predicted_protein.pdb,CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,data/dockgen_set/dockgen_holo_aligned_predicted_structures/4qo5_1_NAG_2_holo_aligned_predicted_protein.pdb
2hk9_1_SKM_0,data/dockgen_set/dockgen_holo_aligned_predicted_structures/2hk9_1_SKM_0_holo_aligned_predicted_protein.pdb,OC(O)[C@H]1C[C@@H](O)[C@@H](O)[C@H](O)C1,data/dockgen_set/dockgen_holo_aligned_predicted_structures/2hk9_1_SKM_0_holo_aligned_predicted_protein.pdb
