id,input_receptor,input_ligand,input_template
1U4D_DBQ,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1U4D_DBQ_holo_aligned_predicted_protein.pdb,NC1=N/C(=C2/CCNC(=O)c3[nH]ccc32)C(=O)N1|[Cl-],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1U4D_DBQ_holo_aligned_predicted_protein.pdb
1V4S_MRK,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1V4S_MRK_holo_aligned_predicted_protein.pdb,Cn1ccnc1Sc1cc(C(=O)Nc2nccs2)c(N)cc1F|OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O|[Na+],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1V4S_MRK_holo_aligned_predicted_protein.pdb
1OF1_SCT,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OF1_SCT_holo_aligned_predicted_protein.pdb,Cc1cn([C@@]23C[C@H](O)[C@@H](CO)[C@@H]2C3)c(=O)[nH]c1=O|N|N|O=S(=O)([O-])[O-]|O=S(=O)([O-])[O-],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OF1_SCT_holo_aligned_predicted_protein.pdb
1V48_HA1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1V48_HA1_holo_aligned_predicted_protein.pdb,Nc1nc2c(ncn2CCCCC(F)(F)P(=O)(O)O)c(=O)[nH]1|[Mg+2]|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1V48_HA1_holo_aligned_predicted_protein.pdb
1Q4G_BFL,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1Q4G_BFL_holo_aligned_predicted_protein.pdb,CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O|CC[C@@H]1[C@@H](C)C2CC3[C@H](C)[C@@H](CCC(O)O)C4C[C@@H]5[C@@H](CCC(O)O)C(C)[C@H]6C[C@@H]7[C@H](CC)C(C)[C@@H]8C[C@@H]1N2[Fe@SP1](N34)(N65)N78|CC[C@@H]1[C@@H](C)[C@@H]2CC3[C@@H](CC)[C@@H](C)C4C[C@@H]5[C@@H](C)[C@H](CCC(O)O)C6CC7[C@@H](CCC(O)O)C(C)C8C[C@H]1N2[Fe@SP3](N87)(N34)N65|C[C@H](C(=O)O)c1ccc(-c2ccccc2)cc1|OCC(O)CO|OCC(O)CO|OCC(O)CO|OCC(O)CO|OCC(O)CO|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1Q4G_BFL_holo_aligned_predicted_protein.pdb
1JJE_BYS,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1JJE_BYS_holo_aligned_predicted_protein.pdb,CC(=O)[O-]|CC(=O)[O-]|O=C(O)[C@@H](Cc1ccccc1)[C@H](Cc1ccc2c(c1)OCO2)C(=O)O|[Zn+2]|[Zn+2]|[Zn+2]|[Zn+2]|[Zn+2]|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1JJE_BYS_holo_aligned_predicted_protein.pdb
1XOQ_ROF,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1XOQ_ROF_holo_aligned_predicted_protein.pdb,O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|OCCO|[Mg+2]|[Mg+2]|[Zn+2]|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1XOQ_ROF_holo_aligned_predicted_protein.pdb
1M2Z_DEX,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1M2Z_DEX_holo_aligned_predicted_protein.pdb,CCCCCCCC|CCO[C@H]1OC(CO)C(O)C(O)C1O|C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO|OCC1OC[C@H](O)C(O)[C@H]1O|OC[C@H]1OC(O)[C@@H](O)C(O)C1O,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1M2Z_DEX_holo_aligned_predicted_protein.pdb
1P62_GEO,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1P62_GEO_holo_aligned_predicted_protein.pdb,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1|Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|[Mg+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1P62_GEO_holo_aligned_predicted_protein.pdb
1LRH_NLA,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1LRH_NLA_holo_aligned_predicted_protein.pdb,CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O|O=C(O)Cc1cccc2ccccc12|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1OC[C@@H](O)[C@@H](O)[C@@H]1O|[Zn+2]|[Zn+2]|[Zn+2]|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1LRH_NLA_holo_aligned_predicted_protein.pdb
1SJ0_E4D,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1SJ0_E4D_holo_aligned_predicted_protein.pdb,Oc1ccc([C@H]2Sc3cc(O)ccc3O[C@H]2c2ccc(OCCN3CCCCC3)cc2)cc1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1SJ0_E4D_holo_aligned_predicted_protein.pdb
1MEH_MOA,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1MEH_MOA_holo_aligned_predicted_protein.pdb,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)O)C(=O)OC2|O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O|[K+],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1MEH_MOA_holo_aligned_predicted_protein.pdb
1PMN_984,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1PMN_984_holo_aligned_predicted_protein.pdb,CCCn1c(C2CCN(C)CC2)nc(-c2ccc(Cl)c(Cl)c2)c1-c1ccnc(NC2CC2)n1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1PMN_984_holo_aligned_predicted_protein.pdb
1SQN_NDR,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1SQN_NDR_holo_aligned_predicted_protein.pdb,C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21C,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1SQN_NDR_holo_aligned_predicted_protein.pdb
1GKC_NFH,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1GKC_NFH_holo_aligned_predicted_protein.pdb,CNC(=O)[C@@H](NC(=O)[C@H](CC(C)C)CN(O)C=O)C(C)(C)C|[Ca+2]|[Ca+2]|[Ca+2]|[Ca+2]|[Ca+2]|[Ca+2]|[Ca+2]|[Ca+2]|[Ca+2]|[Ca+2]|[Zn+2]|[Zn+2]|[Zn+2]|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1GKC_NFH_holo_aligned_predicted_protein.pdb
1T40_ID5,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1T40_ID5_holo_aligned_predicted_protein.pdb,NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1|O=C(O)COc1cc(F)ccc1C(=O)NCc1nc2c(F)c(F)cc(F)c2s1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1T40_ID5_holo_aligned_predicted_protein.pdb
1UML_FR4,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1UML_FR4_holo_aligned_predicted_protein.pdb,NC(=O)c1cn([C@@H](CO)CCn2ccc3ccc(NC(=O)CCc4ccccc4)cc32)cn1|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1UML_FR4_holo_aligned_predicted_protein.pdb
1UNL_RRC,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1UNL_RRC_holo_aligned_predicted_protein.pdb,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1|N|N,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1UNL_RRC_holo_aligned_predicted_protein.pdb
1OF6_DTY,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OF6_DTY_holo_aligned_predicted_protein.pdb,N[C@@H](Cc1ccc(O)cc1)C(=O)O|[Mn+2]|[Mn+2]|[Mn+2]|[Mn+2]|[Mn+2]|[Mn+2]|[Mn+2]|[Mn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OF6_DTY_holo_aligned_predicted_protein.pdb
1JD0_AZM,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1JD0_AZM_holo_aligned_predicted_protein.pdb,CC(=O)Nc1nnc(S(N)(=O)=O)s1|[Zn+2]|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1JD0_AZM_holo_aligned_predicted_protein.pdb
1N2J_PAF,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1N2J_PAF_holo_aligned_predicted_protein.pdb,CC(C)(CO)[C@@H](O)C(=O)[O-]|CCO|CCO|CCO|CCO|CCO|NCCC(=O)O|NCCC(=O)O|O=S(=O)([O-])[O-]|O=S(=O)([O-])[O-]|O=S(=O)([O-])[O-]|OCC(O)CO|OCC(O)CO|OCC(O)CO,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1N2J_PAF_holo_aligned_predicted_protein.pdb
1J3J_CP6,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1J3J_CP6_holo_aligned_predicted_protein.pdb,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1|NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1|NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1|O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1|O=c1ccn(C2CC(O)C(COP(=O)(O)O)O2)c(=O)[nH]1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1J3J_CP6_holo_aligned_predicted_protein.pdb
1MZC_BNE,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1MZC_BNE_holo_aligned_predicted_protein.pdb,CC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O|CC[C@@]1(c2cccc(Oc3cc([C@](C)(N)c4cncn4C)ccc3C#N)c2)CCCCN(C)C1=O|OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O|OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1MZC_BNE_holo_aligned_predicted_protein.pdb
1OWE_675,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OWE_675_holo_aligned_predicted_protein.pdb,N=C(N)c1ccc2cc(C(=O)Nc3ccccc3)ccc2c1|O=S(=O)([O-])[O-]|O=S(=O)([O-])[O-]|O=S(=O)([O-])[O-],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1OWE_675_holo_aligned_predicted_protein.pdb
1T9B_1CS,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1T9B_1CS_holo_aligned_predicted_protein.pdb,CCCCCOP(=O)(O)OP(=O)(O)O|CCOP(=O)(O)OP(=O)(O)O|COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2Cl)n1|Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C|Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C|Cc1ncc(CN)c(N)n1|Cc1ncc(CNC(C)CS)c(N)n1|[K+]|[K+]|[Mg+2]|[Mg+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1T9B_1CS_holo_aligned_predicted_protein.pdb
1JLA_TNK,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1JLA_TNK_holo_aligned_predicted_protein.pdb,CC(C)c1c(Cc2ccccc2)n(COCc2ccccc2)c(=O)[nH]c1=O|NC(CO)C[SH](O)O,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1JLA_TNK_holo_aligned_predicted_protein.pdb
2BR1_PFP,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/2BR1_PFP_holo_aligned_predicted_protein.pdb,COc1ccc(-c2oc3ncnc(NCCO)c3c2-c2ccc(OC)cc2)cc1|O=S(=O)([O-])[O-]|[O-][SH](O)O,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/2BR1_PFP_holo_aligned_predicted_protein.pdb
1G9V_RQ3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1G9V_RQ3_holo_aligned_predicted_protein.pdb,CCC1C2C[C@@H]3C(C)C(CC)[C@@H]4C[C@@H]5C(C)C(CCC(O)O)[C@@H]6C[C@@H]7[C@H](CCC(O)O)[C@H](C)C8CC([C@H]1C)N2[Fe@SP1](N87)(N56)N34|CCC1[C@@H](C)[C@H]2C[C@H]3[C@@H](CC)C(C)[C@H]4C[C@@H]5C(C)[C@@H](CCC(O)O)[C@H]6C[C@@H]7C(CCC(O)O)[C@H](C)[C@H]8C[C@@H]1N2[Fe@SP2](N56)(N78)N43|CC[C@@H]1C(C)C2CC3C(C)[C@@H](CCC(O)O)C4CC5C(CCC(O)O)[C@@H](C)[C@H]6CC7[C@H](CC)[C@H](C)[C@H]8CC1N2[Fe@SP3](N34)(N78)N56|CC[C@@H]1C(C)C2C[C@H]3[C@@H](CC)C(C)[C@H]4CC5[C@H](C)[C@H](CCC(O)O)C6C[C@H]7[C@@H](CCC(O)O)C(C)C8C[C@@H]1N2[Fe@SP2](N65)(N87)N43|Cc1cc(C)cc(NC(=O)Cc2ccc(OC(C)(C)C(=O)O)cc2)c1|O=S(=O)([O-])[O-]|O=S(=O)([O-])[O-],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1G9V_RQ3_holo_aligned_predicted_protein.pdb
2BM2_PM2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/2BM2_PM2_holo_aligned_predicted_protein.pdb,N|N|N|N|NCc1cccc(C2CCN(C(=O)c3cncc(CCc4ccccc4)c3)CC2)c1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/2BM2_PM2_holo_aligned_predicted_protein.pdb
1XOZ_CIA,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1XOZ_CIA_holo_aligned_predicted_protein.pdb,CN1CC(=O)N2[C@H](c3ccc4c(c3)OCO4)c3[nH]c4ccccc4c3C[C@@H]2C1=O|[Mg+2]|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1XOZ_CIA_holo_aligned_predicted_protein.pdb
1SQ5_PAU,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1SQ5_PAU_holo_aligned_predicted_protein.pdb,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)O|Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O|Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1SQ5_PAU_holo_aligned_predicted_protein.pdb
1YQY_915,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1YQY_915_holo_aligned_predicted_protein.pdb,Cc1cc(S(=O)(=O)N[C@@H](C(=O)NO)C2CCOCC2)ccc1F|[Zn+2],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1YQY_915_holo_aligned_predicted_protein.pdb
1IA1_TQ3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1IA1_TQ3_holo_aligned_predicted_protein.pdb,NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1|NC(=O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1|Nc1nc(N)c2c(Sc3ccccc3)cccc2n1|O=P([O-])([O-])[O-]|O=P([O-])([O-])[O-],/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/astex_diverse_set/astex_diverse_holo_aligned_predicted_structures/1IA1_TQ3_holo_aligned_predicted_protein.pdb
