complex_name,protein_path,ligand_description,protein_sequence
4b4v_1_L34_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4b4v_1_L34_0_holo_aligned_predicted_protein.pdb,NC1NC(O)C2C(NC[C@@H]3CN(C4CCC([C@H](O)N[C@@H](CCC(O)O)C(O)O)CC4)C(O)N23)N1,
4bc9_1_CNV-FAD_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4bc9_1_CNV-FAD_0_holo_aligned_predicted_protein.pdb,CC1CC2[C@H](CC1C)N(C(C)CN)C1C(O)NC(O)NC1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(N)NCN[C@H]32)[C@H](O)[C@@H]1O,
4cdn_2_FAD_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4cdn_2_FAD_0_holo_aligned_predicted_protein.pdb,CC1CC2NC3C(O)NC(O)NC3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)C2C[C@H]1C,
4fyv_1_DCP_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4fyv_1_DCP_2_holo_aligned_predicted_protein.pdb,NC1CCN([C@H]2C[C@H](O)[C@@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)O2)C(O)N1,
4fyw_1_CTP_4,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4fyw_1_CTP_4_holo_aligned_predicted_protein.pdb,NC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1,
4gk9_1_BMA-MAN-MAN-MAN-MAN_3,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4gk9_1_BMA-MAN-MAN-MAN-MAN_3_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@H](OC[C@H]2O[C@H](OC[C@H]3O[C@@H](O)[C@@H](O)[C@@H](O[C@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]4O)[C@@H]3O)[C@@H](O)[C@@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]3O)[C@@H]2O)[C@@H](O)[C@@H](O)[C@@H]1O,
4h2f_1_ADN_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4h2f_1_ADN_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,
4idk_1_1FE_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4idk_1_1FE_0_holo_aligned_predicted_protein.pdb,NCC(O)NC1CCC2NC(O)NC2C1,
4kgx_1_CTP_5,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4kgx_1_CTP_5_holo_aligned_predicted_protein.pdb,NC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1,
4mig_1_G3F_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mig_1_G3F_2_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](F)[C@@H]1O,
4mo2_2_FDA_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mo2_2_FDA_0_holo_aligned_predicted_protein.pdb,CC1CC2[C@@H](CC1C)N[C@H]1C(O)NC(O)N[C@H]1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]1O[C@@H](N2CNC3C(N)NCNC32)[C@H](O)[C@@H]1O,
4mos_1_GAF_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4mos_1_GAF_1_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@H]1O,
4n4l_1_HG1_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4n4l_1_HG1_0_holo_aligned_predicted_protein.pdb,NC(O)CCCC1CCCCC1,
4o0d_1_GLY_3,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4o0d_1_GLY_3_holo_aligned_predicted_protein.pdb,NCC(O)O,
4o0f_1_GLY_3,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4o0f_1_GLY_3_holo_aligned_predicted_protein.pdb,NCC(O)O,
4o95_1_245_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4o95_1_245_0_holo_aligned_predicted_protein.pdb,OC(NC1CCCCC1)N[C@H]1CCNC(Cl)C1,
4oal_2_245_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4oal_2_245_0_holo_aligned_predicted_protein.pdb,OC(NC1CCCCC1)N[C@H]1CCNC(Cl)C1,
4osx_1_GLY_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4osx_1_GLY_2_holo_aligned_predicted_protein.pdb,NCC(O)O,
4osy_1_GLY_3,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4osy_1_GLY_3_holo_aligned_predicted_protein.pdb,NCC(O)O,
4pfx_1_UDP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4pfx_1_UDP_0_holo_aligned_predicted_protein.pdb,OC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1,
4phr_1_UDP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4phr_1_UDP_0_holo_aligned_predicted_protein.pdb,OC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1,
4phs_1_UDP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4phs_1_UDP_0_holo_aligned_predicted_protein.pdb,OC1CCN([C@@H]2O[C@H](CO[PH](O)([OH2+])O[PH](O)(O)[OH2+])[C@@H](O)[C@H]2O)C(O)N1,
4pya_1_2X3_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4pya_1_2X3_0_holo_aligned_predicted_protein.pdb,NC1NC(O)C2N[C@H]3N([C@@H]2N1)[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@]3(O)[C@H]1O,
4qa8_1_PJZ_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4qa8_1_PJZ_0_holo_aligned_predicted_protein.pdb,CCCCCCCCCCCCCC[C@@H](O)OC[C@@H](C)O[C@@H](O)CCCCCCCCCCC,
4qo5_1_NAG_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4qo5_1_NAG_2_holo_aligned_predicted_protein.pdb,CC(O)N[C@H]1CO[C@H](CO)[C@@H](O)[C@@H]1O,
4rhe_1_FMN_6,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4rhe_1_FMN_6_holo_aligned_predicted_protein.pdb,CC1C[C@@H]2[C@@H](C[C@@H]1C)NC1[C@H](O)NC(O)N[C@@H]1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH]([O-])(O)O,
4rpj_1_UDP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4rpj_1_UDP_0_holo_aligned_predicted_protein.pdb,OC1CCN([C@@H]2O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]2O)C(O)N1,
4rpm_1_HXC_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4rpm_1_HXC_0_holo_aligned_predicted_protein.pdb,CCCCCC(O)SC,
4tvd_1_BGC_4,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4tvd_1_BGC_4_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,
4tvd_1_GLC_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4tvd_1_GLC_0_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,
4u63_1_FAD_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4u63_1_FAD_0_holo_aligned_predicted_protein.pdb,CC1CC2NC3C(O)NC(O)NC3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O[PH](O)(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O)C2CC1C,
4uoc_1_NCN_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4uoc_1_NCN_1_holo_aligned_predicted_protein.pdb,OC(O)C1CCCN([C@@H]2O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]2O)C1,
4uuw_1_AMP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4uuw_1_AMP_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,
4xdr_1_ADN_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4xdr_1_ADN_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,
4xfm_1_THE_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4xfm_1_THE_0_holo_aligned_predicted_protein.pdb,OC[C@@H](O)[C@H](O)C(O)O,
4ydx_1_TCE_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4ydx_1_TCE_0_holo_aligned_predicted_protein.pdb,OC(O)CCP(CCC(O)O)CCC(O)O,
4zav_1_4LS_8,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4zav_1_4LS_8_holo_aligned_predicted_protein.pdb,CC(C)CCN1C2CC(C)[C@@H](C)CC2N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O)[C@H]2NC(O)N[C@@H](O)C21,
4zaw_1_4LU_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4zaw_1_4LU_1_holo_aligned_predicted_protein.pdb,C[C@H]1[C@@H](C)C[C@@H]2C3[C@@H]1C(C)(C)CCN3[C@H]1C(O)NC(O)NC1N2C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O,
4zay_1_4LS_6,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4zay_1_4LS_6_holo_aligned_predicted_protein.pdb,CC(C)CCN1[C@H]2[C@H](O)N[C@H](O)N[C@@H]2N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O)[C@@H]2CC(C)C(C)C[C@H]21,
4zaz_1_4LS_6,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4zaz_1_4LS_6_holo_aligned_predicted_protein.pdb,CC(C)CCN1C2CC(C)[C@@H](C)CC2N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O)C2N[C@@H](O)N[C@@H](O)C21,
4zqx_1_ATP_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4zqx_1_ATP_2_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O,
5a98_1_ATP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5a98_1_ATP_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O,
5ae3_2_AWB_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ae3_2_AWB_1_holo_aligned_predicted_protein.pdb,CCCCCC[C@H]1C(O)O[C@H](C)[C@H](N[C@H](O)[C@@H]2CCC[C@H](NCO)[C@H]2O)C(O)O[C@@H](C)[C@@H]1OC(O)CC(C)C,
5b5s_1_BOG_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5b5s_1_BOG_0_holo_aligned_predicted_protein.pdb,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,
5d9g_1_GLU-ASN-LEU-TYR-PHE-GLN_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5d9g_1_GLU-ASN-LEU-TYR-PHE-GLN_0_holo_aligned_predicted_protein.pdb,CC(C)C[C@H](N)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CCC(N)=O)C(=O)O,
5dnc_1_ASN_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5dnc_1_ASN_2_holo_aligned_predicted_protein.pdb,NC(O)C[C@H](N)C(O)O,
5eno_1_5QG_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5eno_1_5QG_0_holo_aligned_predicted_protein.pdb,CC1(C)CC2C(CO1)C(N1CCOCC1)NC(SCCC1CCCCC1)[C@@H]2CN,
5enp_1_5QF_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5enp_1_5QF_0_holo_aligned_predicted_protein.pdb,COCCN1CCN([C@@H]2NC(SCC[C@H]3CCC(OC)[C@@H](OC)C3)[C@H](CN)[C@H]3CC(C)(C)OCC23)CC1,
5enq_1_5QE_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5enq_1_5QE_0_holo_aligned_predicted_protein.pdb,CC(O)NC1CCC(CCSC2NC(N3C[C@@H](C)O[C@@H](C)C3)[C@@H]3COC(C)(C)CC3C2CN)CC1,
5enr_1_MBX_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5enr_1_MBX_0_holo_aligned_predicted_protein.pdb,CCC(O)NC1CCC(CCS[C@@H]2NC(N3C[C@H](C)O[C@@H](C)C3)C3COC(C)(C)CC3C2CN)CC1,
5ent_1_MIY_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ent_1_MIY_0_holo_aligned_predicted_protein.pdb,CN(C)C1CCC(O)C2C1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)C(C(N)O)[C@@H](O)[C@@]3(O)C(O)[C@@H]1C2O,
5ers_1_AMP_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ers_1_AMP_1_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,
5f2t_1_PLM_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5f2t_1_PLM_0_holo_aligned_predicted_protein.pdb,CCCCCCCCCCCCCCCC(O)O,
5f52_1_ASP_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5f52_1_ASP_2_holo_aligned_predicted_protein.pdb,N[C@@H](CC(O)O)C(O)O,
5fiu_1_Y3J_3,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5fiu_1_Y3J_3_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](C(F)F)[C@@H](O)[C@@H]1O,
5fxd_1_H7Y_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5fxd_1_H7Y_1_holo_aligned_predicted_protein.pdb,CCC[C@H]1CCC(O)C(OC)C1,
5fxe_1_CIY_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5fxe_1_CIY_1_holo_aligned_predicted_protein.pdb,CO[C@H]1CC(CCCO)CCC1O,
5fxf_1_BEZ_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5fxf_1_BEZ_0_holo_aligned_predicted_protein.pdb,OC(O)C1CCCCC1,
5gqi_1_ATP_7,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5gqi_1_ATP_7_holo_aligned_predicted_protein.pdb,N[C@@H]1NCN[C@H]2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O,
5gql_1_ATP_4,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5gql_1_ATP_4_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O,
5hhz_1_ZME_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5hhz_1_ZME_0_holo_aligned_predicted_protein.pdb,CC1CCN(C2NCNC3NCNC32)C1,
5hmr_1_FDZ_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5hmr_1_FDZ_0_holo_aligned_predicted_protein.pdb,OC(NC1CNNS1)N[C@H]1CCC[C@H](OC(F)(F)F)C1,
5hqx_1_EDZ_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5hqx_1_EDZ_0_holo_aligned_predicted_protein.pdb,OCC[C@H]1CCCC[C@@H]1NC(O)N[C@H]1CNNS1,
5hw0_1_GLU_2,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5hw0_1_GLU_2_holo_aligned_predicted_protein.pdb,N[C@@H](CCC(O)O)C(O)O,
5ida_1_BMA_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ida_1_BMA_0_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,
5k3o_2_ASP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k3o_2_ASP_0_holo_aligned_predicted_protein.pdb,N[C@@H](CC(O)O)C(O)O,
5k45_2_GLU_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k45_2_GLU_1_holo_aligned_predicted_protein.pdb,N[C@@H](CCC(O)O)C(O)O,
5k4h_2_GLU_3,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k4h_2_GLU_3_holo_aligned_predicted_protein.pdb,N[C@@H](CCC(O)O)C(O)O,
5k62_1_ASN-VAL_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k62_1_ASN-VAL_0_holo_aligned_predicted_protein.pdb,CC(C)[C@@H](CO)NC(O)[C@@H](N)CC(N)O,
5k63_1_ASN-GLY_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k63_1_ASN-GLY_0_holo_aligned_predicted_protein.pdb,NC(O)C[C@H](N)C(O)NCCO,
5k66_1_ASN-GLU_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5k66_1_ASN-GLU_0_holo_aligned_predicted_protein.pdb,NC(O)C[C@H](N)C(O)N[C@H](CO)CCC(O)O,
5mh1_1_BMA_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5mh1_1_BMA_0_holo_aligned_predicted_protein.pdb,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,
5u82_2_ZN0_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5u82_2_ZN0_0_holo_aligned_predicted_protein.pdb,CC[SnH](CC)CC,
6a71_1_9UX_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6a71_1_9UX_0_holo_aligned_predicted_protein.pdb,O[Mo@]12S[Mo@@]1(O)S2,
6a72_1_9UX_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6a72_1_9UX_0_holo_aligned_predicted_protein.pdb,O[Mo@]12S[Mo@@]1(O)S2,
6b1b_1_TMO_15,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6b1b_1_TMO_15_holo_aligned_predicted_protein.pdb,C[N+](C)(C)O,
6ea9_1_9BG_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6ea9_1_9BG_0_holo_aligned_predicted_protein.pdb,NC1NC(O)C2NCN([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O[PH]([O-])(O)OC[C@H]3O[C@@H](N4CNC5C(N)NCNC54)[C@H](O)[C@@H]3O[PH]([O-])([O-])O)C2N1,
6ep5_1_ADP_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6ep5_1_ADP_1_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O,
6etf_1_AMP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6etf_1_AMP_0_holo_aligned_predicted_protein.pdb,NC1NCNC2[C@H]1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,
6fgc_1_ADP_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6fgc_1_ADP_1_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O,
6fgc_1_D95_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6fgc_1_D95_1_holo_aligned_predicted_protein.pdb,C[C@H]1[C@H](OC(O)CCC(O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,
6gbf_1_AMP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6gbf_1_AMP_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O)[C@@H](O)[C@H]1O,
6jls_1_FMN_6,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6jls_1_FMN_6_holo_aligned_predicted_protein.pdb,CC1CC2NC3C(O)NC(O)NC3N(C[C@H](O)[C@H](O)[C@H](O)CO[PH](O)(O)O)C2CC1C,
6n19_2_K8V_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6n19_2_K8V_0_holo_aligned_predicted_protein.pdb,CCC(O)NC1CCC(C([O-])O)C(C([O-])O)C1,
6nco_1_KQP_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6nco_1_KQP_0_holo_aligned_predicted_protein.pdb,CC(C)(O)C1CCC([C@H]2CC(Cl)C[C@@H](C34(C(N)N)CC3C4)C2)CC1,
6npp_1_KWG_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6npp_1_KWG_0_holo_aligned_predicted_protein.pdb,[O-]C(O)C1CCCC(CCC2CCCCC2)C1N1CCCC1,
6o6y_1_ACK_0,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6o6y_1_ACK_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO)[C@H]2O[PH]([O-])(O)O[C@H]21,
6o70_1_ACK_1,/bml/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6o70_1_ACK_1_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO)[C@H]2O[PH]([O-])(O)O[C@H]21,
