complex_name,protein_path,ligand_description,protein_sequence
3gf4_1_FAD_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3gf4_1_FAD_1_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,
3ub7_1_ACM_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3ub7_1_ACM_1_holo_aligned_predicted_protein.pdb,CC(N)=O.CC(N)=O.O=S(=O)([O-])[O-].OCC(O)CO,
4idk_1_1FE_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4idk_1_1FE_0_holo_aligned_predicted_protein.pdb,CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.CS(C)=O.Cc1cc(C=CC#N)cc(C)c1Nc1ccnc(Nc2ccc(C#N)cc2)n1.NCC(=O)Nc1ccc2[nH]c(=O)[nH]c2c1.[Mg+2],
6yaq_1_OHZ_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6yaq_1_OHZ_0_holo_aligned_predicted_protein.pdb,CC(C)O.CC(C)O.CC(C)O.CC(C)O.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=C(Nc1cc(Cl)cc(OC(F)(F)F)c1)Nc1ccccc1CCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCOCCO.OCCOCCO.OCCOCCO,
1o28_1_UFP_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1o28_1_UFP_2_holo_aligned_predicted_protein.pdb,O=S(=O)(O)CCN1CCN(CCO)CC1.O=S(=O)(O)CCN1CCN(CCO)CC1.O=S(=O)(O)CCN1CCN(CCO)CC1.O=S(=O)(O)CCN1CCN(CCO)CC1.O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](COP(=O)(O)O)O2)cc1F.OCCOCCOCCO.OCCOCCOCCO.OCCOCCOCCO.OCCOCCOCCO,
3ad9_1_NAD_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3ad9_1_NAD_0_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.NC(=O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)([O-])OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].[Zn+2],
2hs3_1_FGR_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2hs3_1_FGR_0_holo_aligned_predicted_protein.pdb,O=CNCC(=O)N[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=P([O-])([O-])[O-],
5enp_1_5QF_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5enp_1_5QF_0_holo_aligned_predicted_protein.pdb,COCCN1CCN(c2nc(SCCc3ccc(OC)c(OC)c3)c(C#N)c3c2COC(C)(C)C3)CC1,
3zqu_1_FNR_5,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3zqu_1_FNR_5_holo_aligned_predicted_protein.pdb,Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c1[nH]c(=O)[nH]c(=O)c1N2.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-],
6a71_1_9UX_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6a71_1_9UX_0_holo_aligned_predicted_protein.pdb,O=[MoH2]12S[MoH2]1(=O)S2.OCC(O)CO.OCCOCCO.[Ca+2],
6nco_1_KQP_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6nco_1_KQP_0_holo_aligned_predicted_protein.pdb,CC(C)(O)C1CCC([C@H]2CC(Cl)C[C@@H](C34(C(N)N)CC3C4)C2)CC1,
2vdf_1_OCT_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2vdf_1_OCT_0_holo_aligned_predicted_protein.pdb,CCCCCCCC.O=S(=O)([O-])[O-],
4uuw_1_AMP_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4uuw_1_AMP_0_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].OCC(O)CO.OCC(O)CO.[Mg+2].[Mg+2],
4n4l_1_HG1_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4n4l_1_HG1_0_holo_aligned_predicted_protein.pdb,CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.CC=c1c(C)c2n3c1=Cc1c(C)c(CCC(=O)O)c4n1[Fe@SP3]31n3c(c(C)c(=CC)c3=C2)C=c2c(C)c(CCC(=O)O)c(n21)=C4.NC(O)CCCC1CCCCC1.NN.O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].O=P([O-])([O-])[O-].OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO,
2q37_1_3AL_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2q37_1_3AL_0_holo_aligned_predicted_protein.pdb,NC(=O)N[C@H]1NC(=O)NC1=O,
3inr_1_GDU_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3inr_1_GDU_0_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,
2v7v_1_5FD_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2v7v_1_5FD_0_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](CF)[C@@H](O)[C@H]1O,
1hg0_1_SIN_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1hg0_1_SIN_1_holo_aligned_predicted_protein.pdb,O=C(O)CCC(=O)O.O=C(O)CCC(=O)O.O=C(O)CCC(=O)O.O=C(O)CCC(=O)O,
2ze9_1_PD7_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2ze9_1_PD7_0_holo_aligned_predicted_protein.pdb,CCCCCCC(=O)OC[C@H](COP(=O)(O)O)OC(=O)CCCCCC.O=S(=O)([O-])CC[NH+]1CCOCC1,
3gf4_1_U5P_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3gf4_1_U5P_0_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1,
2him_1_ASN_3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2him_1_ASN_3_holo_aligned_predicted_protein.pdb,OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO.OCCO,
4phr_1_UDP_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4phr_1_UDP_0_holo_aligned_predicted_protein.pdb,CC(=O)[O-].CC(=O)[O-].O=c1ccn([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]2O)c(=O)[nH]1.[Mn],
4o0f_1_GLY_3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4o0f_1_GLY_3_holo_aligned_predicted_protein.pdb,[NaH].[NaH].[NaH].[NaH],
5ers_1_AMP_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5ers_1_AMP_1_holo_aligned_predicted_protein.pdb,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].C[C@H](O)CC(C)(C)O.C[C@H](O)CC(C)(C)O.C[C@H](O)CC(C)(C)O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O.O=P([O-])([O-])[O-].[Mg+2],
1uf8_1_ING_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1uf8_1_ING_2_holo_aligned_predicted_protein.pdb,NC(=O)N[C@H](Cc1ccccc1)C(=O)O,
3sr6_1_MTE_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3sr6_1_MTE_1_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)O)O[C@H]1N2.Nc1nc2c(c(=O)[nH]1)N[C@H]1C(S)=C(S)[C@@H](COP(=O)(O)O)O[C@H]1N2.O=[Mo@@]12O[AsH]1(O)S2.O=[Mo]1O[As@SP3](O)S1.S1[Fe]2S[Fe]12.S1[Fe]2S[Fe]12.S1[Fe]2S[Fe]12.S1[Fe]2S[Fe]12,
3o01_2_DXC_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3o01_2_DXC_0_holo_aligned_predicted_protein.pdb,[Ni+2],
5f2t_1_PLM_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5f2t_1_PLM_0_holo_aligned_predicted_protein.pdb,CCCCCCCCCCCCCCCC(=O)O.[Mg+2],
5b5s_1_BOG_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5b5s_1_BOG_0_holo_aligned_predicted_protein.pdb,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=S([O-])[O-].OCC(O)CO.OCC(O)CO.[Ca+2],
3gvl_1_SLB_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3gvl_1_SLB_2_holo_aligned_predicted_protein.pdb,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@](O)(C(=O)O)C[C@@H]1O.CC(O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)O[C@@H](C(O)O)C[C@@H]1O,
5hmr_1_FDZ_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5hmr_1_FDZ_0_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=C(Nc1cccc(OC(F)(F)F)c1)Nc1cnns1,
1pj4_1_FUM_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1pj4_1_FUM_1_holo_aligned_predicted_protein.pdb,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=C(O)C=CC(=O)O.O=C(O)C[C@H](O)C(=O)O.O=C(O)C[C@H](O)C(=O)O.O=C(O)C[C@H](O)C(=O)O.O=C(O)C[C@H](O)C(=O)O.[Mn].[Mn].[Mn].[Mn],
2wwc_1_CHT_2,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/2wwc_1_CHT_2_holo_aligned_predicted_protein.pdb,C[N+](C)(C)CCO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO,
3zzs_1_TRP_3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3zzs_1_TRP_3_holo_aligned_predicted_protein.pdb,C=O.N,
4b4v_1_L34_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4b4v_1_L34_0_holo_aligned_predicted_protein.pdb,NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O[PH](O)(O)O.NC1NCNC2C1NCN2[C@@H]1O[C@H](CO[PH](O)(O)O[PH](O)(O)O)[C@@H](O)[C@H]1O[PH](O)(O)O.Nc1nc(O)c2c(n1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C(=O)N21.Nc1nc(O)c2c(n1)NC[C@@H]1CN(c3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)C(=O)N21.OCC(O)CO.OCC(O)CO.[Cl-],
3zjx_1_BOG_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3zjx_1_BOG_0_holo_aligned_predicted_protein.pdb,CCCCCCCCO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O.O=P([O-])([O-])[O-],
5fxf_1_BEZ_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5fxf_1_BEZ_0_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.O=C(O)c1ccccc1.O=C(O)c1ccccc1.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO.OCC(O)CO,
6fgc_1_ADP_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6fgc_1_ADP_1_holo_aligned_predicted_protein.pdb,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].C[C@@H](O)CC(C)(C)O.C[C@H](O)CC(C)(C)O.C[C@H]1[C@H](OC(=O)CCC(=O)O)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3.Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O.O=P([O-])([O-])[O-].[Ca+2].[Cl-],
6uqy_2_AT3_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6uqy_2_AT3_0_holo_aligned_predicted_protein.pdb,CC(=O)SCC[N+](C)(C)C.OCC(O)CO,
1sbz_1_FMN_3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1sbz_1_FMN_3_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C,
5hhz_1_ZME_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/5hhz_1_ZME_0_holo_aligned_predicted_protein.pdb,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)c2cc1C.Cc1ccn(-c2ncnc3[nH]cnc23)c1,
6wyz_1_DGL_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6wyz_1_DGL_1_holo_aligned_predicted_protein.pdb,N[C@H](CCC(=O)O)C(=O)O.N[C@H](CCC(=O)O)C(=O)O.N[C@H](CCC(=O)O)C(=O)O.N[C@H](CCC(=O)O)C(=O)O,
4xdr_1_ADN_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4xdr_1_ADN_0_holo_aligned_predicted_protein.pdb,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OCCO.OCCO.OCCO.OCCO.OCCO.[Mg+2],
3ub9_1_NHY_1,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/3ub9_1_NHY_1_holo_aligned_predicted_protein.pdb,NC(=O)NO.NC(=O)NO.O=S(=O)([O-])[O-].O=S(=O)([O-])[O-].OCC(O)CO.OCC(O)CO,
6npp_1_KWG_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/6npp_1_KWG_0_holo_aligned_predicted_protein.pdb,O=C(O)c1cccc(C#Cc2ccccc2)c1-n1cccc1,
4rpm_1_HXC_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4rpm_1_HXC_0_holo_aligned_predicted_protein.pdb,CCCCCC(O)SC.CCCCCCO,
4tvd_1_BGC_4,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4tvd_1_BGC_4_holo_aligned_predicted_protein.pdb,N[C@H](CO)CC1CC(I)C(O)C(I)C1.N[C@H](CO)CC1CCC(O)C(I)C1.N[C@H](CO)CC1CCC(O)[C@@H](I)C1.N[C@H](CO)C[C@@H]1CCC(O)C(I)C1.OCCOCCO.OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O.OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Ca+2],
1uf7_1_CDV_0,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/1uf7_1_CDV_0_holo_aligned_predicted_protein.pdb,CC(C)[C@@H](NC(N)=O)C(=O)O,
4osy_1_GLY_3,/cluster/pixstor/chengji-lab/acmwhb/Repositories/Lab_Repositories/PoseBench/data/dockgen_set/dockgen_holo_aligned_predicted_structures/4osy_1_GLY_3_holo_aligned_predicted_protein.pdb,[NaH].[NaH],
